example_id                                                            | status  | run_time        |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:1:1:2] | passed  | 0.3217 seconds  |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:1:2:1] | failed  | 0.33627 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:1:2:2] | failed  | 0.33072 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:1:2:3] | failed  | 0.33048 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:1:2:4] | failed  | 0.33983 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:1:2:5] | passed  | 0.33426 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:2:1]   | passed  | 0.31879 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:2:2]   | passed  | 0.31232 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:3:1]   | passed  | 0.30113 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:3:2]   | passed  | 0.29743 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:4:1]   | failed  | 0.31585 seconds |
./spec/controllers/api/v1/admin/dashboard_controller_spec.rb[1:4:2]   | failed  | 0.33281 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:1:1]              | passed  | 0.01769 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:1:2]              | passed  | 0.01718 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:1:3]              | passed  | 0.02862 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:1:4]              | passed  | 0.0265 seconds  |
./spec/controllers/api/v1/auth_controller_spec.rb[1:1:5]              | passed  | 0.01116 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:1:6]              | passed  | 0.0164 seconds  |
./spec/controllers/api/v1/auth_controller_spec.rb[1:2:1]              | passed  | 0.11561 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:2:2]              | passed  | 0.02164 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:2:3]              | passed  | 0.01969 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:2:4]              | passed  | 0.01678 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:2:5]              | passed  | 0.02688 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:3:1:1]            | passed  | 0.01658 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:3:2:1]            | passed  | 0.0038 seconds  |
./spec/controllers/api/v1/auth_controller_spec.rb[1:4:1]              | passed  | 0.02148 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:4:2]              | passed  | 0.01785 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:5:1]              | passed  | 0.00344 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:5:2]              | passed  | 0.00309 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:5:3]              | passed  | 0.0031 seconds  |
./spec/controllers/api/v1/auth_controller_spec.rb[1:5:4]              | passed  | 0.00338 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:6:1]              | passed  | 0.02146 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:6:2]              | passed  | 0.01654 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:6:3]              | passed  | 0.01674 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:7:1]              | passed  | 0.02075 seconds |
./spec/controllers/api/v1/auth_controller_spec.rb[1:7:2]              | passed  | 0.01338 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:1]    | passed  | 0.01159 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:2]    | passed  | 0.01143 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:3]    | passed  | 0.01138 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:4]    | passed  | 0.01128 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:5]    | passed  | 0.01132 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:6]    | passed  | 0.0114 seconds  |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:7]    | passed  | 0.01159 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:8]    | passed  | 0.01114 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:9]    | passed  | 0.01152 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:1:10]   | passed  | 0.01132 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:2:1]    | passed  | 0.01255 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:2:2]    | passed  | 0.02844 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:1]    | passed  | 0.01445 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:2]    | passed  | 0.01383 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:3]    | passed  | 0.01356 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:4]    | passed  | 0.0193 seconds  |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:5]    | passed  | 0.01361 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:6]    | passed  | 0.01445 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:7]    | passed  | 0.01296 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:8]    | passed  | 0.01315 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:3:9]    | passed  | 0.01186 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:4:1]    | passed  | 0.01412 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:5:1]    | passed  | 0.01124 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:5:2]    | passed  | 0.01316 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:5:3]    | passed  | 0.01372 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:5:4]    | passed  | 0.01479 seconds |
./spec/controllers/api/v1/bicycle_models_controller_spec.rb[1:6:1]    | passed  | 0.01118 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:1:1]          | passed  | 0.04332 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:1:2]          | passed  | 0.04538 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:1:3]          | passed  | 0.0526 seconds  |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:1:4]          | passed  | 0.04524 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:1:5]          | passed  | 0.04682 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:1:6]          | passed  | 0.0462 seconds  |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:2:1]          | passed  | 0.07223 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:2:2]          | passed  | 0.23481 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:3:1]          | passed  | 0.05599 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:3:2]          | passed  | 0.03912 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:4:1]          | passed  | 0.06923 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:4:2]          | passed  | 0.06334 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:5:1]          | passed  | 0.04349 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:5:2]          | passed  | 0.04689 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:6:1]          | passed  | 0.0471 seconds  |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:6:2]          | failed  | 0.05138 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:6:3]          | passed  | 0.04764 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:7:1]          | passed  | 0.04941 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:7:2]          | passed  | 0.03719 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:7:3]          | passed  | 0.04048 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:7:4]          | passed  | 0.04213 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:8:1]          | passed  | 0.04345 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:8:2]          | passed  | 0.03756 seconds |
./spec/controllers/api/v1/bicycles_controller_spec.rb[1:8:3]          | passed  | 0.04023 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:1:1]            | passed  | 0.00812 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:1:2]            | passed  | 0.00802 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:1:3]            | passed  | 0.00769 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:1:4]            | passed  | 0.00757 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:1:5]            | passed  | 0.00763 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:1:6]            | passed  | 0.00779 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:1:7]            | passed  | 0.00748 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:2:1]            | passed  | 0.0075 seconds  |
./spec/controllers/api/v1/brands_controller_spec.rb[1:2:2]            | passed  | 0.0079 seconds  |
./spec/controllers/api/v1/brands_controller_spec.rb[1:3:1]            | passed  | 0.00971 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:3:2]            | passed  | 0.00977 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:3:3]            | passed  | 0.0122 seconds  |
./spec/controllers/api/v1/brands_controller_spec.rb[1:3:4]            | passed  | 0.00941 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:3:5]            | passed  | 0.00917 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:3:6]            | passed  | 0.00928 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:3:7]            | passed  | 0.0071 seconds  |
./spec/controllers/api/v1/brands_controller_spec.rb[1:4:1]            | passed  | 0.00988 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:5:1]            | passed  | 0.00744 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:5:2]            | passed  | 0.00902 seconds |
./spec/controllers/api/v1/brands_controller_spec.rb[1:5:3]            | passed  | 0.00983 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:1:1]          | passed  | 0.03814 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:1:2]          | passed  | 0.03796 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:1:3]          | passed  | 0.03753 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:2:1]          | passed  | 0.03556 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:2:2]          | passed  | 0.03848 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:2:3]          | passed  | 0.03887 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:2:4]          | passed  | 0.04292 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:3:1:1]        | passed  | 0.04401 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:3:1:2]        | passed  | 0.04328 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:3:1:3]        | passed  | 0.04786 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:3:2:1]        | passed  | 0.04378 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:3:3:1]        | passed  | 0.04359 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:3:4:1]        | passed  | 0.05292 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:3:4:2:1]      | passed  | 0.05113 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:4:1]          | passed  | 0.05267 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:4:2:1]        | passed  | 0.05409 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:4:2:2]        | passed  | 0.0545 seconds  |
./spec/controllers/api/v1/messages_controller_spec.rb[1:4:3:1]        | passed  | 0.05123 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:4:4:1]        | passed  | 0.05114 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:4:5:1]        | passed  | 0.05551 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:4:6:1]        | passed  | 0.05255 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:5:1]          | passed  | 0.05041 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:5:2:1]        | passed  | 0.04597 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:5:2:2]        | passed  | 0.04611 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:5:3:1]        | passed  | 0.04538 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:5:4:1]        | passed  | 0.0454 seconds  |
./spec/controllers/api/v1/messages_controller_spec.rb[1:5:5:1]        | passed  | 0.04615 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:6:1]          | passed  | 0.03735 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:6:2]          | passed  | 0.04841 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:6:3]          | passed  | 0.03912 seconds |
./spec/controllers/api/v1/messages_controller_spec.rb[1:6:4]          | passed  | 0.03649 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:1:1]            | passed  | 0.12611 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:1:2]            | passed  | 0.1598 seconds  |
./spec/controllers/api/v1/orders_controller_spec.rb[1:2:1]            | passed  | 0.11435 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:2:2]            | passed  | 0.14787 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:2:3]            | passed  | 0.03898 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:2:4]            | passed  | 0.09387 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:3:1:1]          | passed  | 0.08995 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:3:1:2]          | passed  | 0.12621 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:3:1:3]          | passed  | 0.09769 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:3:2:1]          | passed  | 0.10183 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:3:2:2]          | passed  | 0.0979 seconds  |
./spec/controllers/api/v1/orders_controller_spec.rb[1:3:2:3]          | passed  | 0.09414 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:4:1]            | passed  | 0.13565 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:4:2]            | passed  | 0.08408 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:5:1]            | passed  | 0.17044 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:5:2]            | passed  | 0.96226 seconds |
./spec/controllers/api/v1/orders_controller_spec.rb[1:6:1]            | passed  | 0.1245 seconds  |
./spec/controllers/api/v1/orders_controller_spec.rb[1:6:2]            | passed  | 0.11604 seconds |
./spec/controllers/api/v1/users_controller_spec.rb[1:1:1]             | passed  | 0.01827 seconds |
./spec/controllers/api/v1/users_controller_spec.rb[1:2:1:1]           | passed  | 0.02493 seconds |
./spec/controllers/api/v1/users_controller_spec.rb[1:2:2:1]           | passed  | 0.02348 seconds |
./spec/controllers/api/v1/users_controller_spec.rb[1:3:1:1]           | passed  | 0.04941 seconds |
./spec/controllers/api/v1/users_controller_spec.rb[1:3:2:1]           | passed  | 0.01722 seconds |
./spec/controllers/api/v1/users_controller_spec.rb[1:4:1]             | passed  | 0.01834 seconds |
./spec/integration/real_world_scenarios_spec.rb[1:1:1]                | failed  | 0.05783 seconds |
./spec/integration/real_world_scenarios_spec.rb[1:1:2]                | failed  | 0.0295 seconds  |
./spec/integration/real_world_scenarios_spec.rb[1:2:1]                | failed  | 0.01646 seconds |
./spec/integration/real_world_scenarios_spec.rb[1:3:1]                | failed  | 0.03242 seconds |
./spec/integration/real_world_scenarios_spec.rb[1:3:2]                | failed  | 0.02719 seconds |
./spec/integration/real_world_scenarios_spec.rb[1:4:1]                | failed  | 0.0183 seconds  |
./spec/integration/real_world_scenarios_spec.rb[1:5:1]                | failed  | 0.02853 seconds |
./spec/integration/user_workflow_spec.rb[1:1:1]                       | failed  | 0.16763 seconds |
./spec/integration/user_workflow_spec.rb[1:2:1]                       | failed  | 0.22775 seconds |
./spec/integration/user_workflow_spec.rb[1:3:1]                       | failed  | 0.16046 seconds |
./spec/integration/user_workflow_spec.rb[1:4:1]                       | failed  | 0.22333 seconds |
./spec/models/bicycle_spec.rb[1:1:1]                                  | passed  | 0.00494 seconds |
./spec/models/bicycle_spec.rb[1:1:2]                                  | passed  | 0.00437 seconds |
./spec/models/bicycle_spec.rb[1:1:3]                                  | passed  | 0.00484 seconds |
./spec/models/bicycle_spec.rb[1:1:4]                                  | passed  | 0.00446 seconds |
./spec/models/bicycle_spec.rb[1:1:5]                                  | passed  | 0.00432 seconds |
./spec/models/bicycle_spec.rb[1:1:6]                                  | passed  | 0.01096 seconds |
./spec/models/bicycle_spec.rb[1:2:1]                                  | passed  | 0.00688 seconds |
./spec/models/bicycle_spec.rb[1:2:2]                                  | passed  | 0.00646 seconds |
./spec/models/bicycle_spec.rb[1:2:3]                                  | passed  | 0.01598 seconds |
./spec/models/bicycle_spec.rb[1:2:4]                                  | passed  | 0.00665 seconds |
./spec/models/bicycle_spec.rb[1:2:5]                                  | passed  | 0.00663 seconds |
./spec/models/bicycle_spec.rb[1:2:6]                                  | passed  | 0.00621 seconds |
./spec/models/bicycle_spec.rb[1:2:7]                                  | passed  | 0.00508 seconds |
./spec/models/bicycle_spec.rb[1:2:8]                                  | passed  | 0.00492 seconds |
./spec/models/bicycle_spec.rb[1:3:1]                                  | passed  | 0.00576 seconds |
./spec/models/bicycle_spec.rb[1:3:2]                                  | passed  | 0.00566 seconds |
./spec/models/bicycle_spec.rb[1:4:1]                                  | passed  | 0.06977 seconds |
./spec/models/bicycle_spec.rb[1:4:2]                                  | passed  | 0.06801 seconds |
./spec/models/bicycle_spec.rb[1:5:1:1]                                | passed  | 0.01915 seconds |
./spec/models/bicycle_spec.rb[1:5:2:1]                                | passed  | 0.0188 seconds  |
./spec/models/bicycle_spec.rb[1:5:2:2]                                | passed  | 0.01885 seconds |
./spec/models/bicycle_spec.rb[1:5:3:1]                                | passed  | 0.01823 seconds |
./spec/models/bicycle_spec.rb[1:7:1]                                  | passed  | 0.01757 seconds |
./spec/models/bicycle_spec.rb[1:8:1]                                  | passed  | 0.03759 seconds |
./spec/models/message_spec.rb[1:1:1]                                  | passed  | 0.00189 seconds |
./spec/models/message_spec.rb[1:1:2]                                  | passed  | 0.00147 seconds |
./spec/models/message_spec.rb[1:1:3]                                  | passed  | 0.00151 seconds |
./spec/models/message_spec.rb[1:2:1]                                  | passed  | 0.0333 seconds  |
./spec/models/message_spec.rb[1:2:2]                                  | passed  | 0.03555 seconds |
./spec/models/message_spec.rb[1:2:3]                                  | passed  | 0.03698 seconds |
./spec/models/message_spec.rb[1:2:4]                                  | passed  | 0.04263 seconds |
./spec/models/message_spec.rb[1:2:5:1]                                | passed  | 0.03966 seconds |
./spec/models/message_spec.rb[1:2:5:2]                                | passed  | 0.0393 seconds  |
./spec/models/message_spec.rb[1:2:5:3]                                | passed  | 0.03792 seconds |
./spec/models/message_spec.rb[1:2:6:1]                                | passed  | 0.03625 seconds |
./spec/models/message_spec.rb[1:3:1]                                  | passed  | 0.00088 seconds |
./spec/models/message_spec.rb[1:3:2]                                  | passed  | 0.00959 seconds |
./spec/models/message_spec.rb[1:4:1:1]                                | passed  | 0.02948 seconds |
./spec/models/message_spec.rb[1:4:2:1]                                | passed  | 0.08249 seconds |
./spec/models/message_spec.rb[1:4:3:1]                                | passed  | 0.03311 seconds |
./spec/models/message_spec.rb[1:4:4:1]                                | passed  | 0.0881 seconds  |
./spec/models/message_spec.rb[1:5:1:1]                                | passed  | 0.00913 seconds |
./spec/models/message_spec.rb[1:5:1:2]                                | passed  | 0.00894 seconds |
./spec/models/message_spec.rb[1:5:2:1]                                | passed  | 0.0091 seconds  |
./spec/models/message_spec.rb[1:5:2:2]                                | passed  | 0.00896 seconds |
./spec/models/message_spec.rb[1:5:2:3]                                | passed  | 0.009 seconds   |
./spec/models/message_spec.rb[1:5:3:1]                                | passed  | 0.0093 seconds  |
./spec/models/message_spec.rb[1:5:3:2]                                | passed  | 0.02655 seconds |
./spec/models/message_spec.rb[1:5:3:3]                                | passed  | 0.00917 seconds |
./spec/models/message_spec.rb[1:5:4:1]                                | passed  | 0.0377 seconds  |
./spec/models/message_spec.rb[1:5:4:2]                                | passed  | 0.00921 seconds |
./spec/models/message_spec.rb[1:5:5:1]                                | passed  | 0.04947 seconds |
./spec/models/message_spec.rb[1:5:5:2]                                | passed  | 0.04542 seconds |
./spec/models/message_spec.rb[1:5:5:3]                                | passed  | 0.04707 seconds |
./spec/models/message_spec.rb[1:5:6:1]                                | passed  | 0.03375 seconds |
./spec/models/message_spec.rb[1:5:6:2]                                | passed  | 0.03779 seconds |
./spec/models/message_spec.rb[1:5:6:3]                                | passed  | 0.03712 seconds |
./spec/models/message_spec.rb[1:6:1:1]                                | passed  | 0.04246 seconds |
./spec/models/message_spec.rb[1:6:1:2]                                | passed  | 0.04193 seconds |
./spec/models/message_spec.rb[1:6:1:3]                                | passed  | 0.0661 seconds  |
./spec/models/message_spec.rb[1:6:2:1]                                | passed  | 0.03505 seconds |
./spec/models/message_spec.rb[1:6:2:2]                                | passed  | 0.04998 seconds |
./spec/models/order_spec.rb[1:1:1]                                    | passed  | 0.00379 seconds |
./spec/models/order_spec.rb[1:1:2]                                    | passed  | 0.00305 seconds |
./spec/models/order_spec.rb[1:2:1]                                    | passed  | 0.14867 seconds |
./spec/models/order_spec.rb[1:2:2]                                    | passed  | 0.08982 seconds |
./spec/models/order_spec.rb[1:2:3]                                    | passed  | 0.07646 seconds |
./spec/models/order_spec.rb[1:2:4]                                    | passed  | 0.09123 seconds |
./spec/models/order_spec.rb[1:2:5]                                    | passed  | 0.09694 seconds |
./spec/models/order_spec.rb[1:2:6]                                    | passed  | 0.08708 seconds |
./spec/models/order_spec.rb[1:2:7]                                    | passed  | 0.07397 seconds |
./spec/models/order_spec.rb[1:2:8:1]                                  | passed  | 0.08594 seconds |
./spec/models/order_spec.rb[1:2:8:2]                                  | passed  | 0.08158 seconds |
./spec/models/order_spec.rb[1:2:9:1]                                  | passed  | 0.11898 seconds |
./spec/models/order_spec.rb[1:3:1]                                    | passed  | 0.00455 seconds |
./spec/models/order_spec.rb[1:3:2]                                    | passed  | 0.00315 seconds |
./spec/models/order_spec.rb[1:3:3]                                    | passed  | 0.00222 seconds |
./spec/models/order_spec.rb[1:3:4]                                    | passed  | 0.00167 seconds |
./spec/models/order_spec.rb[1:4:1:1]                                  | passed  | 0.05985 seconds |
./spec/models/order_spec.rb[1:4:1:2]                                  | passed  | 0.0547 seconds  |
./spec/models/order_spec.rb[1:4:1:3]                                  | passed  | 0.0577 seconds  |
./spec/models/order_spec.rb[1:4:1:4]                                  | passed  | 0.05032 seconds |
./spec/models/order_spec.rb[1:5:1:1]                                  | passed  | 0.01255 seconds |
./spec/models/order_spec.rb[1:5:2:1]                                  | passed  | 0.0142 seconds  |
./spec/models/order_spec.rb[1:6:1]                                    | passed  | 0.01196 seconds |
./spec/models/order_spec.rb[1:6:2:1]                                  | passed  | 0.01188 seconds |
./spec/models/order_spec.rb[1:7:1:1]                                  | passed  | 0.06714 seconds |
./spec/models/order_spec.rb[1:7:2:1]                                  | passed  | 0.12929 seconds |
./spec/models/order_spec.rb[1:7:3:1]                                  | passed  | 0.0627 seconds  |
./spec/models/order_spec.rb[1:7:4:1]                                  | passed  | 0.07801 seconds |
./spec/models/order_spec.rb[1:8:1]                                    | passed  | 0.05836 seconds |
./spec/models/order_spec.rb[1:9:1]                                    | passed  | 0.05626 seconds |
./spec/models/order_spec.rb[1:10:1:1]                                 | passed  | 0.0544 seconds  |
./spec/models/order_spec.rb[1:10:2:1]                                 | passed  | 0.04426 seconds |
./spec/models/order_spec.rb[1:11:1]                                   | passed  | 0.09142 seconds |
